emp_no,first_name,last_name,gender,salary,to_date
31933,Arun,Huhdanpaa,M,45733,1/1/99
31952,Giap,Christianini,M,61327,1/1/99
31956,Ziyad,Gecsei,F,59475,1/1/99
31970,Taegyun,Zaumen,F,40000,1/1/99
31999,Stabislas,Siksek,M,75988,1/1/99
32026,Lansing,Skrikant,F,75657,1/1/99
32027,Mong,Sidhu,M,75407,1/1/99
32032,Harjit,Kermarrec,M,80483,1/1/99
32037,Bader,Ozeri,M,40000,1/1/99
32001,Mari,Attimonelli,F,69437,1/1/99
32203,Stamatina,Gulak,M,40000,1/1/99
32053,Arunachalam,Tiemann,F,40000,1/1/99
32054,Kersti,Bahk,F,47349,1/1/99
32056,Parviz,Lieblein,F,74149,1/1/99
32064,Mandell,Gammage,M,65677,1/1/99
32089,Jianhua,Bardell,M,40000,1/1/99
32118,Serenella,Litvinov,M,40000,1/1/99
32138,Anyuan,Facello,F,61638,1/1/99
32147,Shahaf,Basart,M,60777,1/1/99
32150,Chenxi,Narwekar,M,71626,1/1/99
32151,Martine,Pileggi,M,66760,1/1/99
32158,Fun,Ranta,F,40000,1/1/99
32204,Garnet,Leppanen,M,66340,1/1/99
32167,Christophe,Sury,M,60044,1/1/99
32168,Yaghout,Swick,M,40000,1/1/99
32213,Tzvetan,Bashian,M,47818,1/1/99
32171,Zhaofang,Setia,M,40000,1/1/99
32174,Mohua,Kaltofen,M,40000,1/1/99
32180,Abdelaziz,Hofman,F,58455,1/1/99
32193,Margareta,Szmurlo,F,76023,1/1/99
32221,Pranas,Snedden,M,80099,1/1/99
32197,Claude,Highland,F,64708,1/1/99
32200,Nalini,Sadowsky,M,42770,1/1/99
32233,Kenroku,Benveniste,F,52122,1/1/99
32237,Yucai,Range,F,67128,1/1/99
32239,Xumin,Cummings,M,47582,1/1/99
32244,Mitsuyuki,Mitsuhashi,M,66180,1/1/99
32246,Georg,Onuegbe,F,52240,1/1/99
32251,Inderjeet,Tsukuda,M,40000,1/1/99
32252,Marke,Bratten,F,40000,1/1/99
32261,Bernt,Dehkordi,F,61148,1/1/99
32269,Kannan,Cangellaris,M,41545,1/1/99
32296,Baruch,Peris,M,40000,1/1/99
32405,Vitaly,Haumacher,F,61565,1/1/99
32297,Chandrasekaran,Loncour,M,54438,1/1/99
32303,Bodh,Merli,M,56708,1/1/99
32340,Maria,Tiemann,M,40821,1/1/99
32430,Yongdong,Hellwagner,M,40000,1/1/99
32433,Remzi,Hoppenstand,M,40000,1/1/99
32442,Leucio,Remmele,M,40000,1/1/99
32444,Ioana,Ventosa,F,40518,1/1/99
32445,Kristian,Angelopoulos,M,43142,1/1/99
32446,Chirstian,Magalhaes,F,40000,1/1/99
32449,Gal,Sabnani,F,43675,1/1/99
32455,Lokesh,Brlek,M,53757,1/1/99
32458,Conal,Uehara,F,40000,1/1/99
32349,Hairong,DiGiano,F,71859,1/1/99
32465,Yucel,Dymetman,M,40000,1/1/99
32467,Berna,Dulay,M,40000,1/1/99
32468,Rafols,Masamoto,M,81351,1/1/99
32368,Ebru,Ravishankar,F,48784,1/1/99
32481,Dipankar,Nanard,F,40000,1/1/99
32483,Gay,Tsukune,M,49352,1/1/99
32487,Neven,Hambrick,F,56318,1/1/99
32488,Jeanne,Merks,M,40000,1/1/99
32372,Randy,Nitsch,F,40000,1/1/99
32499,Jouko,Hellwagner,M,45077,1/1/99
32505,Sailaja,Gustavson,F,63297,1/1/99
32578,Billie,Chleq,M,48555,1/1/99
32531,Heng,Zirintsis,M,63102,1/1/99
32540,Chrisa,Jervis,M,67316,1/1/99
32580,Kirk,Facello,M,46813,1/1/99
32559,Ingemar,Thombley,M,40000,1/1/99
32587,Sugwoo,Ballarin,F,40000,1/1/99
32563,Gritta,Larfeldt,M,40000,1/1/99
32564,Hatem,Miake,F,40000,1/1/99
32596,Naftaly,Gelosh,M,40000,1/1/99
32615,Geoffrey,Sadowski,F,40000,1/1/99
32626,Ulf,Ambroszkiewicz,M,57195,1/1/99
32641,Tua,Tetzlaff,F,54119,1/1/99
32765,Yurij,Mitchem,M,40000,1/1/99
32642,Danel,Garigliano,M,40000,1/1/99
32776,Charlene,Bodoff,M,84122,1/1/99
32653,Renny,Wielonsky,M,81357,1/1/99
32656,Boriana,Lemarechal,M,50919,1/1/99
32796,Duke,Picaronny,M,40000,1/1/99
32797,Martial,Ginesta,M,63195,1/1/99
32686,Ioana,Gien,F,58054,1/1/99
32830,Oscar,Luke,F,49425,1/1/99
32689,Gladys,Heusch,M,58830,1/1/99
32835,Wanqing,Thambidurai,F,40000,1/1/99
32703,DeForest,Klyachko,M,66739,1/1/99
32849,Adib,Kornyak,M,55787,1/1/99
32724,Alselm,Janocha,F,63495,1/1/99
32858,Tesuro,Fioravanti,M,45763,1/1/99
32864,Anyuan,Stifter,F,49402,1/1/99
32871,DeForest,Rullman,M,68073,1/1/99
32730,Charlene,Montresor,F,51368,1/1/99
32891,Vasilis,Ozeki,M,40000,1/1/99
32892,Sudharsan,Pfau,M,56137,1/1/99
32731,Honesty,Morrey,M,40000,1/1/99
32734,Kazuhira,Lagarias,F,40000,1/1/99
32901,Theirry,Hinsberger,M,40000,1/1/99
32903,Maja,Terlouw,M,52832,1/1/99
32737,Haldon,Vuskovic,M,49513,1/1/99
32740,Ishfaq,DuBourdieux,M,57710,1/1/99
32919,Lenore,Schaad,M,40000,1/1/99
32925,Xiaoqiu,Zwicker,M,40000,1/1/99
32951,Tianruo,Hockney,M,40000,1/1/99
32928,Shigeu,Kalloufi,F,60926,1/1/99
32931,Almudena,DasSarma,M,74697,1/1/99
32938,Qunsheng,Perna,M,40000,1/1/99
32955,Basim,Dredge,M,59778,1/1/99
32959,Ebru,Broomell,M,40000,1/1/99
32972,Ebbe,Matzov,M,40000,1/1/99
33126,Charmane,Marwedel,M,40000,1/1/99
32979,Xumin,Swift,F,40000,1/1/99
33137,Shietung,Ranon,M,49486,1/1/99
33139,Duangkaew,Leppanen,F,40000,1/1/99
32992,Tayeb,Yamaashi,M,40000,1/1/99
33151,Koldo,Vecchio,M,46884,1/1/99
33164,Marie,Levergood,F,49953,1/1/99
33000,Kazunori,Gustavson,M,40000,1/1/99
33170,Huiqun,Kroon,M,40000,1/1/99
33006,Saniya,Einsfeld,M,64984,1/1/99
33183,Haldun,Veldwijk,F,48354,1/1/99
33184,Kazuhiro,Kaelbling,M,72067,1/1/99
33186,Domenick,Hanratty,M,40000,1/1/99
33191,Almudena,Hopewell,M,44876,1/1/99
33008,Keiichiro,Birnbaum,F,96870,1/1/99
33196,Jungsoon,Gist,F,70306,1/1/99
33009,Tsutomu,Chinin,F,76829,1/1/99
33010,Zhonghua,Parveen,M,48000,1/1/99
33205,Matk,Egerstedt,F,67507,1/1/99
33018,Christophe,Baer,M,47993,1/1/99
33211,Prodip,DuBourdieux,M,40000,1/1/99
33216,Zdislav,Thombley,M,68912,1/1/99
33221,Makato,Demri,F,40000,1/1/99
33028,Salvador,Tzvieli,M,45530,1/1/99
33225,Mani,Ranta,M,50864,1/1/99
33226,Kenton,Hegner,F,64453,1/1/99
33244,Genki,Hitomi,F,45095,1/1/99
33248,Lucian,Cronin,M,40376,1/1/99
33255,Alejandra,Straney,M,46539,1/1/99
33257,Duri,Rotem,F,40000,1/1/99
33259,Djelloul,Pietrzykowski,F,40000,1/1/99
33270,Chanjung,Ebeling,M,64195,1/1/99
33279,Arne,Felder,F,71953,1/1/99
33076,Geoff,Ranon,M,59053,1/1/99
33288,Hinrich,Fetvedt,F,40000,1/1/99
33306,Tesuro,Spell,M,67855,1/1/99
33309,Kien,Bodoff,M,73339,1/1/99
33079,Tomoyuki,Lampe,F,61434,1/1/99
33085,Kristinn,Jullig,M,53869,1/1/99
33097,Kish,Fiebach,F,40000,1/1/99
33313,Oguz,Staylopatis,M,40000,1/1/99
33106,Wonhee,Chaudhuri,M,59899,1/1/99
33115,Padma,Peyn,M,44843,1/1/99
33125,Jaewon,Dulay,M,40000,1/1/99
33343,Chiradeep,Gunderson,M,81974,1/1/99
33510,Shaibal,Christ,M,57425,1/1/99
33383,Alois,Luga,M,40000,1/1/99
33386,Sadok,Eiter,M,56808,1/1/99
33399,Roded,Lorcy,M,40000,1/1/99
33402,Leni,Carrere,M,46633,1/1/99
33512,Raimond,Biran,M,46848,1/1/99
33518,Perla,Birsak,F,54322,1/1/99
33530,Toney,Garigliano,F,40000,1/1/99
33555,Wojceich,Kawashima,F,77978,1/1/99
33562,Shigenori,Zobel,M,40000,1/1/99
33563,Sastry,Akazan,F,40000,1/1/99
33574,Mabhin,McAffer,M,40000,1/1/99
33408,Shigeo,Denis,F,40000,1/1/99
33579,Guozhong,Eickenmeyer,M,78586,1/1/99
33591,Sugwoo,Picaronny,F,46621,1/1/99
33423,Jinpo,Koblick,M,61001,1/1/99
33427,Shalesh,Mitsuhashi,F,40000,1/1/99
33619,Brendon,Hardjono,M,40000,1/1/99
33628,Macha,Ritcey,M,44804,1/1/99
33470,Nechama,Potthoff,M,44293,1/1/99
33472,Hsiangchu,Chvatal,F,51543,1/1/99
33631,Tonny,Ozeri,M,66795,1/1/99
33477,Shietung,Ventosa,F,42703,1/1/99
33648,Giri,Denos,M,40000,1/1/99
33494,Limsoon,Gihr,M,56768,1/1/99
33649,Danil,Peng,F,40000,1/1/99
33652,Nimmagadda,Bridgland,F,44082,1/1/99
33655,Zvonko,Lovengreen,M,40501,1/1/99
33675,Wojceich,Lichtman,F,40000,1/1/99
33871,Vivian,Erdmenger,M,40000,1/1/99
33696,Danny,Famili,M,40000,1/1/99
33698,Mohan,Dalton,M,80844,1/1/99
33702,Selwyn,Nannarelli,F,42705,1/1/99
33894,Harngdar,Bratten,M,70823,1/1/99
33727,Uno,Highland,F,66611,1/1/99
33736,DeForest,Koyama,M,55845,1/1/99
33743,Bodh,Junet,M,40000,1/1/99
33907,Jaihie,Kisuki,F,67143,1/1/99
33748,Bernt,Argence,M,68785,1/1/99
33913,Niteen,Binkley,F,50784,1/1/99
33767,Dekang,Kenevan,M,40000,1/1/99
33768,Karoline,Fontan,M,40000,1/1/99
33923,Chinhyun,Argence,F,66687,1/1/99
33927,Bezalel,Haumacher,M,53116,1/1/99
33784,Alenka,Mandelberg,M,40000,1/1/99
33983,Tesuya,Denis,F,59416,1/1/99
33787,Malu,Kriebel,M,46176,1/1/99
33792,Ashish,Nitsche,F,40000,1/1/99
33799,Kellie,Doering,M,40000,1/1/99
33800,Peternela,Bottner,M,40000,1/1/99
33812,Patricio,Basawa,F,73574,1/1/99
33838,Adit,Ranai,M,58188,1/1/99
33991,Zeydy,Makrucki,F,64612,1/1/99
33852,Marek,Prochazka,M,74269,1/1/99
33857,Hidefumi,Gulla,F,47471,1/1/99
33996,Subbu,Olivero,F,40000,1/1/99
33998,Apostol,Polupanov,M,40000,1/1/99
34006,Perry,Cairo,M,49593,1/1/99
34013,Gad,Dolinsky,M,71666,1/1/99
34025,Shridhar,Bridgland,M,40000,1/1/99
34028,Heejo,Kieras,F,51418,1/1/99
34051,Jordanka,Motley,M,40000,1/1/99
34052,Bojan,Decaestecker,M,54251,1/1/99
34030,Nobuyoshi,Rodiger,M,84366,1/1/99
34032,Weiwu,Gopalakrishnan,F,62672,1/1/99
34049,Tadanori,Brookner,M,75061,1/1/99
34070,Sivanarayana,Champarnaud,M,40000,1/1/99
34075,Chaosheng,Peternell,M,55343,1/1/99
34082,Yechiam,Jakobus,F,43989,1/1/99
34050,Youjian,Angot,M,63832,1/1/99
34241,Remco,Ariola,F,71910,1/1/99
34112,Nirmal,Kinley,M,67899,1/1/99
34122,DeForest,Rossi,F,68696,1/1/99
34129,Takanari,Kolinko,M,40000,1/1/99
34130,Mahendra,Perry,M,40000,1/1/99
34254,Moon,Marletta,F,40000,1/1/99
34143,Gay,Beilner,M,67335,1/1/99
34150,Leen,Miculan,M,71615,1/1/99
34151,Guttorm,Reinhard,M,44063,1/1/99
34257,Xiaoqiang,Roisin,F,40000,1/1/99
34158,Mohammed,Syrotiuk,M,60792,1/1/99
34258,Anestis,Talmor,F,78941,1/1/99
34166,Naftali,Rahimi,F,40000,1/1/99
34268,Soenke,Kitai,M,62612,1/1/99
34176,Waiman,Plessier,F,40000,1/1/99
34180,Ger,McClure,F,40000,1/1/99
34184,Shiv,Klassen,F,55794,1/1/99
34277,Vatsa,Weedman,F,40000,1/1/99
34304,Arvind,Gulik,F,40000,1/1/99
34203,Pragnesh,Tramer,F,41793,1/1/99
34207,Pohua,Bernardeschi,M,40000,1/1/99
34208,Rosine,Tsunoo,M,40000,1/1/99
34215,Otilia,Pietrzykowski,M,75410,1/1/99
34231,Sachar,Emiris,M,40000,1/1/99
34329,Goo,Bernatsky,F,40000,1/1/99
34333,Jaihie,Luef,M,65893,1/1/99
34334,Stafford,Veevers,M,47401,1/1/99
34336,Honesty,Schurmann,M,51516,1/1/99
34338,Hairong,Emden,F,40000,1/1/99
34354,Kristen,Acton,F,52117,1/1/99
34358,Jaihie,Dulin,M,50593,1/1/99
34368,Wonhee,Ranon,M,63925,1/1/99
34377,Hidde,Menhoudj,F,40000,1/1/99
34382,Kayoko,Ravishankar,F,101364,1/1/99
34482,Jouko,Lortz,M,94971,1/1/99
34385,Maja,Walston,M,40000,1/1/99
34489,Yaghout,Krychniak,M,40000,1/1/99
34522,Sibyl,Rijckaert,F,53327,1/1/99
34536,Danil,Narahari,M,51324,1/1/99
34538,Pranjal,Rossi,M,43516,1/1/99
34401,Uno,Lanteri,M,80958,1/1/99
34550,Szabolcs,Borstler,M,100936,1/1/99
34552,Souichi,Llado,F,73652,1/1/99
34564,Shao,Suomi,M,62048,1/1/99
34406,Yefim,Mitsuhashi,F,81629,1/1/99
34578,Jahangir,Baaz,M,44973,1/1/99
34417,Gio,Flexer,M,53607,1/1/99
34584,Uzi,Chartres,M,53101,1/1/99
34587,Duri,Perna,M,77504,1/1/99
34597,Jouko,Bolotov,M,68624,1/1/99
34599,Insup,Peltason,M,66310,1/1/99
34610,Xinan,Ranum,M,40000,1/1/99
34600,Godehard,Middleton,F,67242,1/1/99
34602,Garnet,Flasterstein,F,48108,1/1/99
34605,Arunachalam,Middleton,M,52614,1/1/99
34626,Udi,McConalogue,F,55992,1/1/99
34630,Xiaoshan,Whittlesey,F,63282,1/1/99
34632,Licheng,Clouatre,M,40000,1/1/99
34641,Cathie,Jervis,F,69772,1/1/99
34793,Monique,Huhdanpaa,M,40000,1/1/99
34647,Kerryn,Tiemann,M,40000,1/1/99
34805,Marek,Siksek,M,50971,1/1/99
34651,Youngkon,Leaver,M,40000,1/1/99
34814,Rajmohan,Tsukune,M,78886,1/1/99
34816,Chenyi,Schreiter,F,54144,1/1/99
34661,Kiyokazu,Burnard,M,41753,1/1/99
34827,Heng,Apsitis,M,76940,1/1/99
34670,Mihalis,Diderrich,M,66069,1/1/99
34673,Unal,Pews,F,40000,1/1/99
34690,Beshir,Litzkow,F,75200,1/1/99
34695,Margareta,Gadepally,F,40000,1/1/99
34704,Jaques,Usery,M,44865,1/1/99
34839,Henk,Kermarrec,M,65656,1/1/99
34709,Anneli,Kragelund,F,50591,1/1/99
34726,Shridhar,Emmart,F,75135,1/1/99
34857,Weicheng,Birrer,F,64062,1/1/99
34873,Ingmar,Ruemmler,M,40000,1/1/99
34730,Jiong,Terwilliger,M,40000,1/1/99
34882,Christophe,Suppi,M,53570,1/1/99
34754,Maren,Llado,F,75069,1/1/99
34915,Christ,Tetzlaff,F,53614,1/1/99
34759,Youngkon,Petersohn,M,52835,1/1/99
34928,Anwar,Flexer,F,40000,1/1/99
34790,Uma,Krohn,M,40000,1/1/99
34938,Macha,Penz,F,42794,1/1/99
34947,Mario,Perfilyeva,M,85470,1/1/99
34958,Goetz,Oberman,F,40000,1/1/99
34960,Vasilis,Luga,M,76011,1/1/99
34961,Uno,Dolinsky,F,50765,1/1/99
34962,Adly,Rosay,F,40000,1/1/99
34987,Rosella,Ariola,M,52629,1/1/99
34996,Chinhyun,Butner,M,59347,1/1/99
34999,Shim,Narwekar,F,56185,1/1/99
35011,Charmane,Vernadat,F,41668,1/1/99
35012,Noritoshi,Krybus,M,79235,1/1/99
35182,Uinam,Eldridge,M,57876,1/1/99
35016,Dinah,Awdeh,F,40000,1/1/99
35031,Horward,Pearson,M,40000,1/1/99
35042,Nahid,Servieres,M,65916,1/1/99
35216,Aleksander,Karnin,M,44245,1/1/99
35045,Tooru,Hagimont,F,40000,1/1/99
35226,Byong,Felcyn,M,53616,1/1/99
35046,Sachem,Luders,M,62184,1/1/99
35059,Vitaly,Flasterstein,F,52725,1/1/99
35070,Kirk,Masada,F,67308,1/1/99
35256,Wojceich,McDermid,M,67495,1/1/99
35072,Kagan,Sridhar,F,65490,1/1/99
35273,Zsolt,Mitsuhashi,F,46480,1/1/99
35085,Chandrasekaran,Goldhammer,F,62286,1/1/99
35287,Yucel,Conta,M,55486,1/1/99
35089,Paris,Lanzelotte,F,45709,1/1/99
35093,Sverrir,Mateescu,F,72488,1/1/99
35298,Houman,Esteva,M,40000,1/1/99
35300,Chuanti,Chenoweth,F,40000,1/1/99
35096,Gaetan,Olivero,F,40000,1/1/99
35110,Reinhold,Speckmann,M,48028,1/1/99
35329,Goetz,Lukaszewicz,M,62611,1/1/99
35331,Basim,Ghazalie,M,52066,1/1/99
35333,Hideyuki,Veldwijk,M,43872,1/1/99
35123,Yechezkel,Schaaf,F,57984,1/1/99
35342,Elvis,Potthoff,M,60912,1/1/99
35138,Susuma,Boreale,M,49606,1/1/99
35142,Conor,Uhrig,M,47813,1/1/99
35146,Kasturi,Cummings,M,61920,1/1/99
35158,Anestis,Pramanik,M,40000,1/1/99
35352,Koldo,Kilgour,M,40000,1/1/99
35363,Odoardo,England,F,61245,1/1/99
35159,Mohammad,Demke,M,40000,1/1/99
35365,Divier,Quadeer,F,40000,1/1/99
35550,Van,Hutton,F,67201,1/1/99
35371,Arup,Chleq,M,40000,1/1/99
35394,Shmuel,Muchinsky,F,40000,1/1/99
35416,Heather,Wroclawski,F,40000,1/1/99
35418,Mircea,Unni,M,58389,1/1/99
35423,Moss,Caine,M,58766,1/1/99
35425,Hinrich,Desikan,F,73784,1/1/99
35552,Sungwon,Cangellaris,F,54056,1/1/99
35429,Cathie,Ducloy,M,61992,1/1/99
35554,Aran,Bahl,M,40000,1/1/99
35440,Paloma,Xiaoshan,M,40000,1/1/99
35557,Rosalyn,Cooman,F,62287,1/1/99
35451,Jinya,Naudin,F,40000,1/1/99
35558,Kshitij,Staudhammer,M,62866,1/1/99
35567,Sorina,Menhardt,M,59775,1/1/99
35470,Satoru,Ranai,F,64604,1/1/99
35570,Baocai,Katzenelson,M,55970,1/1/99
35476,Frederique,Heinisuo,F,51888,1/1/99
35584,Gift,DasSarma,M,58810,1/1/99
35484,Jeane,Gire,M,41546,1/1/99
35485,Margo,Tyugu,M,41376,1/1/99
35489,Jeanne,Godskesen,M,42090,1/1/99
35495,Monique,Lichtner,M,40000,1/1/99
35501,Gretta,Scharstein,F,45820,1/1/99
35589,Kyoichi,Trystram,F,49962,1/1/99
35592,Arun,Chleq,M,48004,1/1/99
35510,JoAnne,Merks,F,40000,1/1/99
35610,Aruna,Kornyak,M,40000,1/1/99
35617,Guozhong,Yemenis,F,42795,1/1/99
35618,Arie,Auyong,M,48723,1/1/99
35626,Yishay,Axelband,M,44353,1/1/99
35635,Ekawit,Cangellaris,M,40000,1/1/99
35736,Tonny,Pargas,F,54086,1/1/99
35640,Chriss,Lanphier,F,43257,1/1/99
35755,Xudong,Zultner,F,40000,1/1/99
35644,Sreekrishna,Heusch,M,44118,1/1/99
35648,Dharmaraja,Schaaf,M,40000,1/1/99
35659,Gro,Armand,F,80399,1/1/99
35776,Martien,Fujisaki,M,53730,1/1/99
35780,Duro,Tyugu,M,57827,1/1/99
35788,Weiyi,Burnard,M,43458,1/1/99
35790,Barry,Ramsey,F,40000,1/1/99
35797,Emran,Hiroyama,M,49630,1/1/99
35666,Munehiko,Narwekar,M,47885,1/1/99
35681,Luise,Roisin,M,71140,1/1/99
35706,Gererd,Schwabacher,F,50374,1/1/99
35827,Kazuhisa,Azumi,F,55189,1/1/99
35830,Magy,McFarlan,M,40000,1/1/99
35832,Elzbieta,Smeets,M,45407,1/1/99
35902,Mayuko,Christ,F,63493,1/1/99
35860,Conrado,Zschoche,F,73292,1/1/99
35865,Claudi,Fujisaki,F,40000,1/1/99
35882,Sushant,Hambrick,M,51400,1/1/99
35887,Heather,Wrigley,F,40000,1/1/99
35891,Bokyung,Birnbaum,M,43592,1/1/99
35892,Ghassan,Olivero,F,48250,1/1/99
35916,Wonhee,Talmon,F,40000,1/1/99
35919,Doowon,Jervis,M,49614,1/1/99
35939,Hiroyasu,Demri,F,57329,1/1/99
35960,Adam,Danlos,M,52523,1/1/99
35979,Alenka,Stanfel,F,50993,1/1/99
35983,Shigehiro,Plavsic,F,48716,1/1/99
35991,Gurbir,Crelier,F,60311,1/1/99
35994,Ibibia,Conia,M,58800,1/1/99
36000,Weidon,Genin,M,40000,1/1/99
36088,Conor,Gajiwala,M,40000,1/1/99
36002,Moto,Siepmann,M,40000,1/1/99
36009,Pranjal,Gonthier,M,41986,1/1/99
36109,Masaki,Farrag,M,40000,1/1/99
36023,Uma,Picaronny,M,51717,1/1/99
36131,Theron,Badache,M,46336,1/1/99
36032,Mikhail,Luck,F,63299,1/1/99
36137,Fai,Famili,F,80372,1/1/99
36147,Richard,Syrotiuk,M,53798,1/1/99
36042,Chaitali,Prochazka,F,66139,1/1/99
36159,Theron,Glinert,F,52413,1/1/99
36043,Fai,Rubsam,F,90719,1/1/99
36048,Isaac,Marrakchi,M,46526,1/1/99
36173,Rance,Takkinen,M,57002,1/1/99
36174,Saeko,Escriba,F,68190,1/1/99
36178,Bernt,Valette,M,89600,1/1/99
36055,Changho,Rubsam,M,72106,1/1/99
36073,Shirish,Gire,M,77598,1/1/99
36197,Adamantios,Eppinger,M,40000,1/1/99
36205,Kwangjo,Falco,M,74921,1/1/99
36080,Sachar,Grabner,F,40000,1/1/99
36223,Fuqing,Cooley,F,42949,1/1/99
36230,Khatoun,Borovoy,F,40000,1/1/99
36272,Valeri,Alencar,M,66936,1/1/99
36235,Rajmohan,Rebaine,M,40000,1/1/99
36246,Kaijung,Cummings,F,40000,1/1/99
36251,Kenroku,Seiwald,F,40000,1/1/99
36266,Elvia,Fujisaki,M,43701,1/1/99
36303,Amstein,Anandan,F,52644,1/1/99
36309,Shawna,Badr,M,46800,1/1/99
36311,Jahangir,Burnard,M,78715,1/1/99
36340,Xiaoqiu,Speek,M,53971,1/1/99
36463,Chanjung,Burnard,F,68998,1/1/99
36349,Aloys,Ladret,F,60033,1/1/99
36355,Aleksandar,Alblas,M,56593,1/1/99
36491,Margareta,Luon,M,52847,1/1/99
36503,Somnath,Lundstrom,F,45740,1/1/99
36368,Shaibal,Farris,M,72138,1/1/99
36516,Qiwen,Piazza,M,40000,1/1/99
36525,Dinkar,Aseltine,M,78190,1/1/99
36390,Randi,Potthoff,M,40000,1/1/99
36529,Toong,Bage,M,62064,1/1/99
36536,Alair,Miara,F,71404,1/1/99
36537,Adin,Kawashima,M,40000,1/1/99
36539,Gopalakrishnan,Farrar,F,40000,1/1/99
36542,Sibyl,Dredge,M,40000,1/1/99
36555,Takahiro,Rothenberg,M,44044,1/1/99
36410,Navin,Steenbeek,M,50895,1/1/99
36573,Xuedong,Lakshmanan,F,40000,1/1/99
36412,Abdulah,Senzako,M,61626,1/1/99
36428,Izaskun,Verhaegen,M,40000,1/1/99
36591,Heeju,Goodrum,F,75346,1/1/99
36599,Genevieve,Munck,M,40000,1/1/99
36603,Heon,Unno,M,40000,1/1/99
36441,Dekang,Pearson,M,43986,1/1/99
36617,Xiaobin,Sullins,M,40000,1/1/99
36620,Arno,Itzigehl,F,87944,1/1/99
36622,Ashish,Rubsam,F,40000,1/1/99
36625,Tetsushi,Unni,M,40000,1/1/99
36627,Mary,Quadeer,M,58519,1/1/99
36445,Sudharsan,Ellozy,M,92608,1/1/99
36640,Suebskul,Masand,M,42768,1/1/99
36843,Masali,Gopalakrishnan,M,66556,1/1/99
36859,Lalit,Delgrande,F,40000,1/1/99
36660,Uli,Potthoff,M,40000,1/1/99
36870,Jianhao,Luff,M,40000,1/1/99
36688,Cristinel,Mateescu,M,40294,1/1/99
36692,Bedir,Guerreiro,F,45352,1/1/99
36698,Aksel,Shackel,M,63881,1/1/99
36871,Yechezkel,Gecsei,M,50661,1/1/99
36705,Zissis,Berztiss,F,45466,1/1/99
36874,Genki,Aloia,F,62935,1/1/99
36709,Tsuneo,Hettesheimer,M,40000,1/1/99
36877,Shahaf,Ranst,M,63066,1/1/99
36880,Dzung,Setlzner,M,65342,1/1/99
36718,Amabile,Walston,M,40000,1/1/99
36722,Samphel,Zirintsis,F,40000,1/1/99
36895,Abdulla,Ozeri,F,60484,1/1/99
36727,Zhaofang,Greibach,M,59923,1/1/99
36906,Anoosh,Kornyak,M,40000,1/1/99
36738,Valeri,Haddadi,M,51151,1/1/99
36916,Aleksandar,Danlos,F,57107,1/1/99
36754,Fumiko,Negoita,M,40000,1/1/99
36760,Fumiyo,Norsworthy,M,77750,1/1/99
36761,Zeljko,Hinsberger,F,40000,1/1/99
36917,Kolar,Karunanithi,F,48748,1/1/99
36918,Howell,Shimshoni,F,50538,1/1/99
36923,Parviz,Jeong,M,49941,1/1/99
36777,Kristen,Rissland,M,40000,1/1/99
36780,Annemarie,Schnabel,M,40000,1/1/99
36783,Gro,Bugrara,M,40000,1/1/99
36930,Sadegh,Vasanthakumar,F,40000,1/1/99
36788,Kwee,Ulupinar,F,40000,1/1/99
36795,Nidapan,Einsfeld,F,66279,1/1/99
36799,Tetsushi,Murtagh,F,46041,1/1/99
36810,Fox,Schach,M,40000,1/1/99
36819,Tadahiro,Parveen,M,85601,1/1/99
36942,Hairong,Coney,M,49078,1/1/99
36949,Xuejun,Schaad,M,61424,1/1/99
36951,Caolyn,Hoppenstand,F,40000,1/1/99
36953,Lihong,Butner,M,70537,1/1/99
36959,Morrie,Jenevein,M,58965,1/1/99
37023,Shiv,Flasterstein,M,77184,1/1/99
36961,Qiwen,Thorelli,M,54795,1/1/99
36965,Yechiam,Munch,M,51883,1/1/99
37039,Dinah,Diderrich,M,40000,1/1/99
36967,Shigehiro,Kuzuoka,M,58556,1/1/99
37048,Fai,Eldridge,M,40000,1/1/99
36968,Shin,Siprelle,M,65871,1/1/99
37053,Tooru,Peron,M,40000,1/1/99
36986,Fabrizio,Lalonde,F,60249,1/1/99
37060,Somnath,Morrey,M,43123,1/1/99
37066,Moie,Himler,F,40847,1/1/99
37068,Xiaoqiang,Delgrande,M,67150,1/1/99
37075,Kwangjo,Zockler,F,41657,1/1/99
37076,Yechezkel,Lichtner,F,50773,1/1/99
37082,Munehiro,Zastre,M,52389,1/1/99
37087,Claudi,Angel,M,40991,1/1/99
37100,Jaber,Waeselynck,M,54935,1/1/99
37101,Jaewon,Pappas,M,54846,1/1/99
37103,Kazuhira,Pileggi,F,41973,1/1/99
36987,Brigham,Erde,M,64202,1/1/99
36999,Arunas,Range,M,60401,1/1/99
37117,Fumiko,Munoz,F,40000,1/1/99
37120,Kasidit,Masada,M,64839,1/1/99
37121,Salvador,Byoun,M,40000,1/1/99
37131,Conor,Koblitz,F,40000,1/1/99
37006,Steve,Staelin,M,50081,1/1/99
37141,Zhigen,Meriste,F,40000,1/1/99
37231,Vidya,Leonhardt,F,69868,1/1/99
37151,Leaf,Biros,F,43944,1/1/99
37164,Fuqing,Coney,M,46579,1/1/99
37166,Xiaobin,Pfau,M,46858,1/1/99
37236,Ranan,Luby,M,51628,1/1/99
37171,Nathalie,Lorys,M,56266,1/1/99
